conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,sentiment_label_raw,sentiment_score,sentiment
1902508439034802428,Wed Mar 19 23:52:13 +0000 2025,0,Kalau memang rugi terus kenapa gaji pejabat2 BPJS bisa ratusan juta? Carilah solusi untuk efisiensi. Bukankah digaji buat bekerja dan melayani rakyat. Sepertinya tiap Tahun rugi terus. Cc @BPJSKesehatanRI @prabowo Sunda SNBT SNBP IHSG ONE STEP CLOSER PSHT Kota STREAMING PARTY https://t.co/JDCnilbhc0,1902508439034802428,https://pbs.twimg.com/media/GmcRV66a8AMt_2m.jpg,,in,Indonesia,0,0,0,https://x.com/NyiMasRuminah/status/1902508439034802428,62468709,NyiMasRuminah,2 stars,0.3296247124671936,Negatif
1902349122285531552,Wed Mar 19 23:52:04 +0000 2025,0,@raffi1133 @prabowo @sjafriesjams @Puspen_TNI persatuan kunci kemajuan adalah dasar Indonesia yang kuat dan siap hadapi tantangan global #SatukanTekadBangunBangsa,1902508399679696917,,raffi1133,in,,0,0,0,https://x.com/ridho_ilahi90/status/1902508399679696917,1849303359146401792,ridho_ilahi90,5 stars,0.5143740177154541,Positif
1902256373066572044,Wed Mar 19 23:51:57 +0000 2025,39,@kompascom Iya udah bukan permintaan pak Prabowo gw percaya jdi tolong abis ini pak Prabowo cabut tuh RUU TNI jangan disetujuin. Jadi pahlawan tuh abis itu kita kasih tepok gemuruh yg meriah. Kita beri aer validasi biar ga haus.,1902508372857168099,,kompascom,in,di atas tanah yang kupijak,0,1,1,https://x.com/Gaadaedi/status/1902508372857168099,428330134,Gaadaedi,1 star,0.6425849795341492,Negatif
1902290911947538657,Wed Mar 19 23:51:46 +0000 2025,0,@ch_chotimah2 Lah dongo yang ngangkat mulyono sebagai awal kehancuran dulu siapa tolol ya banteng lah gak ush ngeles lucu banget gak ush numpang sok ikut2an belain rakyat rakyat g di pihak prabowo ataupun banteng jd g usah ngada2 ,1902508327529279827,,ch_chotimah2,in,,0,0,0,https://x.com/GrookT38961/status/1902508327529279827,1769711345023459328,GrookT38961,1 star,0.5036936402320862,Negatif
1902151645330604072,Wed Mar 19 23:51:02 +0000 2025,0,@are_inismyname @CinereUnun41935 @prabowo @Gerindra @bang_dasco @AlmaghribiS @BANGSAygSUJUD @IrawanRommi @kurawa @Ndons_Back @setkabgoid @Kimberley_PS08 @mas_veel Nek nek...Anies baru 1x nyalon lo amnesia ya Prabowo udh 3x nyalon . Anies bkn pejabat ngapain lo hubung2kan dgn kondisi ekonomi skg tanggung jawab pemerintah lah nyinyirin dong junjungan lo jgn apa2 Anies.,1902508141348323749,,are_inismyname,in,,0,0,0,https://x.com/Rien2505/status/1902508141348323749,1762339914102996992,Rien2505,1 star,0.537231981754303,Negatif
1902023132044796093,Wed Mar 19 23:51:02 +0000 2025,0,@SammiSoh @prabowo Pemuda prasmanankah,1902508140610121906,,SammiSoh,in,"Indonesia,Jakarta",0,0,0,https://x.com/zpengholic/status/1902508140610121906,184500841,zpengholic,5 stars,0.3338213264942169,Positif
1902508027368108459,Wed Mar 19 23:50:35 +0000 2025,0,Andai bukan jokowi prabowo gibran yg menang negara ku gk bakal sekacau ini belm setahun mimpin padahl,1902508027368108459,,,in,,0,0,1,https://x.com/cherrybii_/status/1902508027368108459,1455347601033678848,cherrybii_,1 star,0.5760757327079773,Negatif
1902508018346209790,Wed Mar 19 23:50:33 +0000 2025,0,presiden yang bodoh @prabowo,1902508018346209790,,,in,she/her,0,0,0,https://x.com/loeyloeyaj/status/1902508018346209790,904641274711388165,loeyloeyaj,1 star,0.43896812200546265,Negatif
1901783561679831391,Wed Mar 19 23:50:25 +0000 2025,0,@kurawa Jejak digitalmu menghina @prabowo masih tersimpan tong,1902507987018903803,,kurawa,in,,0,0,0,https://x.com/IndocyberMdn/status/1902507987018903803,1492494555106938883,IndocyberMdn,1 star,0.5108872056007385,Negatif
1901975612920918076,Wed Mar 19 23:50:21 +0000 2025,1,@eltopo____ Dan bisa bisanya tanggapak prabowo mengenai ihsg turun lebih lawk,1902507969176334645,,eltopo____,in,,0,0,0,https://x.com/gataujugawoi/status/1902507969176334645,1794420589438152704,gataujugawoi,1 star,0.31878748536109924,Negatif
1902353641073520794,Wed Mar 19 23:50:18 +0000 2025,0,@mahfudingtg @prabowo Polisi2 memalukan ,1902507957616816437,,mahfudingtg,in,,0,0,0,https://x.com/KelanaM21623/status/1902507957616816437,1811799237400887296,KelanaM21623,1 star,0.25511986017227173,Negatif
1902507896891699712,Wed Mar 19 23:50:04 +0000 2025,3,Tanpa sadar Prabowo sedang berikan sinyal dari langit petunjuk Capres 2029 nanti adalah KDM. https://t.co/sKxVHLWf0O,1902507896891699712,https://pbs.twimg.com/ext_tw_video_thumb/1902507855405780992/pu/img/9RjcmeFDpQM4ds5S.jpg,,in,,0,0,0,https://x.com/OneLove4Human/status/1902507896891699712,1743939521673367552,OneLove4Human,1 star,0.44924062490463257,Negatif
1902507855628112039,Wed Mar 19 23:49:54 +0000 2025,0,Mau nuntut adili jokowi lengserkan prabowo gibran tangkap aguan usut korupsi kritik kebijakan yg tidak pro rakyat selama memiliki argumentasi data dan fakta silakan saja tapi klo sudah upaya pelemahan pertahanan dan keamanan bahaya banget cuy.,1902507855628112039,,,in,,0,0,0,https://x.com/rakyatbiasa33/status/1902507855628112039,1594274770568482816,rakyatbiasa33,1 star,0.5944305062294006,Negatif
1902491861782278293,Wed Mar 19 23:49:51 +0000 2025,1,@kopididid @prabowo Ayo jaga terus gedung dpr #TolakRUUTNI,1902507842629992641,,kopididid,in,,0,0,0,https://x.com/Fadhil_a_d/status/1902507842629992641,1105987817383972865,Fadhil_a_d,1 star,0.3289375603199005,Negatif
1902182215284617654,Wed Mar 19 23:49:50 +0000 2025,1,@jackjackparrr Trisakti vs Prabowo vibes tahun 1998 ini mah,1902507841170407909,,jackjackparrr,in,,0,0,0,https://x.com/Kundi99148510/status/1902507841170407909,1735294984402984960,Kundi99148510,5 stars,0.37348976731300354,Positif
1901969335423561762,Wed Mar 19 23:49:39 +0000 2025,1,@NenkMonica Apa bener pak @prabowo kalau anda lapar??,1902507792113750353,,NenkMonica,in,,0,0,0,https://x.com/Hanakaru_/status/1902507792113750353,1622926629025746944,Hanakaru_,1 star,0.33078956604003906,Negatif
1902507406791467321,Wed Mar 19 23:48:07 +0000 2025,0,gw udah bangun dan prepare berangkat set7 sepagi itu tpi kena macet ttp aja dateng kantor 9 kurang dasar prabowo babi bahlil babi dedi botak dagu meja billiard babii,1902507406791467321,,,in,,0,0,0,https://x.com/maukayabeneran/status/1902507406791467321,1180370784696406016,maukayabeneran,1 star,0.5092663168907166,Negatif
1902255831590051910,Wed Mar 19 23:44:47 +0000 2025,0,@amriyacob @IndonesiaGaruda @prabowo Dengan menurunnya daya beli masyarakat saat ini apakah ini harga yang masuk akal? Atau harga rupa-rupa untuk memanfaatkan mereka yang baru saja menerima THR? Berapa persen yang menerima #THR sebesar satu kali penerbangan business class ke Aceh yang tidak masuk akal ini! @YLKI_ID,1902506569390289128,,amriyacob,in,"Thamrin, Jakarta, Indonesia",0,0,0,https://x.com/RozannaCut/status/1902506569390289128,2838931704,RozannaCut,1 star,0.4776546359062195,Negatif
1902506437873737762,Wed Mar 19 23:44:16 +0000 2025,0,demi allah terkutuk lah saria nu milih prabowo sieun kieu anjing,1902506437873737762,,,in,"Bandung, Indonesia",0,0,0,https://x.com/raindlyldniar__/status/1902506437873737762,1274388110,raindlyldniar__,1 star,0.6185582280158997,Negatif
1901747029291999307,Wed Mar 19 23:44:06 +0000 2025,0,@NasbiHasan Hinaan mu kepada @prabowo udah kau hapus pantex?,1902506396383637719,,NasbiHasan,in,,0,0,0,https://x.com/IndocyberMdn/status/1902506396383637719,1492494555106938883,IndocyberMdn,1 star,0.398456871509552,Negatif
1902349122285531552,Wed Mar 19 23:44:02 +0000 2025,0,@raffi1133 @prabowo @sjafriesjams @Puspen_TNI RUU TNI itu isu krusial sahkan kesatuan kita karena persatuan kunci kemajuan kita bangkitkan #SatukanTekadBangunBangsa,1902506380805992712,,raffi1133,in,,0,0,0,https://x.com/elma_hartati/status/1902506380805992712,1703661529101688832,elma_hartati,5 stars,0.23172084987163544,Positif
